epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6683201193809509,0.0010000000474974513,1.2078113555908203,0.8385416865348816,0.5116508603096008
1,0.8671236038208008,0.0010000000474974513,0.4405776858329773,0.8454861044883728,0.4453848600387573
2,0.9034993052482605,0.0010000000474974513,0.3262525796890259,0.9149305820465088,0.2812303304672241
3,0.9226190447807312,0.0010000000474974513,0.262552410364151,0.9427083134651184,0.21100181341171265
4,0.9380110502243042,0.0010000000474974513,0.22315631806850433,0.9670138955116272,0.1553441733121872
5,0.9473905563354492,0.0010000000474974513,0.19544024765491486,0.9756944179534912,0.14245767891407013
6,0.9522306323051453,0.0010000000474974513,0.17646963894367218,0.9565972089767456,0.17132453620433807
7,0.958784282207489,0.0010000000474974513,0.1557244062423706,0.96875,0.1234663873910904
8,0.9626021981239319,0.0010000000474974513,0.14560237526893616,0.9774305820465088,0.13090628385543823
9,0.9659090638160706,0.0010000000474974513,0.13566644489765167,0.9809027910232544,0.11378199607133865
10,0.9696067571640015,0.0010000000474974513,0.12352567166090012,0.9774305820465088,0.10283388942480087
11,0.9710798263549805,0.0010000000474974513,0.11756779253482819,0.9861111044883728,0.08483433723449707
12,0.9758898615837097,0.0010000000474974513,0.10665351897478104,0.9861111044883728,0.07958414405584335
13,0.9759800434112549,0.0010000000474974513,0.10431355237960815,0.9809027910232544,0.09329115599393845
14,0.976280689239502,0.0010000000474974513,0.09865158796310425,0.9756944179534912,0.1007322445511818
15,0.9802789688110352,0.0010000000474974513,0.08997143805027008,0.9722222089767456,0.12197235971689224
16,0.9804894328117371,0.0010000000474974513,0.08646108955144882,0.9895833134651184,0.08521978557109833
17,0.9883958697319031,0.0003000000142492354,0.06287802755832672,0.9913194179534912,0.07333436608314514
18,0.9896885752677917,0.0003000000142492354,0.057892221957445145,0.9861111044883728,0.06374932825565338
19,0.9907407164573669,0.0003000000142492354,0.05636969208717346,0.9913194179534912,0.05990307033061981
20,0.9906505346298218,0.0003000000142492354,0.055061545222997665,0.9913194179534912,0.06338442116975784
21,0.9914020895957947,0.0003000000142492354,0.05266725271940231,0.9861111044883728,0.0635487362742424
22,0.9914020895957947,0.0003000000142492354,0.05146709457039833,0.9913194179534912,0.05379559472203255
23,0.9916125535964966,0.0003000000142492354,0.05055868998169899,0.9930555820465088,0.05475898087024689
24,0.9912217259407043,0.0003000000142492354,0.05037074163556099,0.9930555820465088,0.05969763547182083
25,0.9924542903900146,0.0003000000142492354,0.04760197177529335,0.9895833134651184,0.06306158751249313
26,0.9920334219932556,0.0003000000142492354,0.047159966081380844,0.9895833134651184,0.06335505843162537
27,0.9941979050636292,9.000000136438757e-05,0.04196764528751373,0.9913194179534912,0.05264595150947571
28,0.9946789145469666,9.000000136438757e-05,0.04030312970280647,0.9895833134651184,0.05541064962744713
29,0.9954304695129395,9.000000136438757e-05,0.038728080689907074,0.9913194179534912,0.05469932779669762
30,0.9947090148925781,9.000000136438757e-05,0.03934698551893234,0.9913194179534912,0.05254558101296425
31,0.9948292374610901,9.000000136438757e-05,0.03956432268023491,0.9895833134651184,0.056356728076934814
32,0.9953703880310059,9.000000136438757e-05,0.03861638158559799,0.9895833134651184,0.056267306208610535
33,0.9951900243759155,9.000000136438757e-05,0.037811100482940674,0.9913194179534912,0.05682887136936188
34,0.9949795603752136,9.000000136438757e-05,0.03762681037187576,0.9895833134651184,0.055013515055179596
35,0.9960618019104004,2.700000004551839e-05,0.036233607679605484,0.9895833134651184,0.05344022065401077
36,0.9954304695129395,2.700000004551839e-05,0.03670653700828552,0.9895833134651184,0.054705504328012466
37,0.9960918426513672,2.700000004551839e-05,0.03545869141817093,0.9895833134651184,0.05453922972083092
38,0.9954304695129395,2.700000004551839e-05,0.036266110837459564,0.9895833134651184,0.05382682383060455
